service_id,call_id,vehicle_id,service_type,service_date,resolution_days,service_cost,status
4101,6862,3066,Chain Adjustment,2024-12-10,3,564,Resolved
4102,6865,3067,Battery Replacement,2025-11-07,7,3395,Resolved
4103,6866,3067,Engine Inspection,2024-12-11,8,1336,Resolved
4104,6869,3068,Engine Tuning,2024-09-08,1,1930,Resolved
4105,6871,3069,Battery Check,2026-01-06,5,509,Resolved
4106,6873,3069,Tyre Replacement,2026-02-07,1,2788,Resolved
4107,6874,3069,Battery Check,2025-12-17,5,648,Open
4108,6879,3071,Oil Change,2025-02-23,2,1350,Open
4109,6882,3073,Wheel Alignment,2025-04-21,5,521,Resolved
4110,6883,3073,Battery Replacement,2025-10-20,6,3696,Resolved
4111,6884,3074,Brake Inspection,2025-10-29,6,414,Resolved
4112,6885,3075,Battery Check,2024-10-14,2,729,In Progress
4113,6887,3078,Oil Seal Replacement,2024-09-15,3,2348,Resolved
4114,6888,3076,Tyre Replacement,2025-03-10,1,2844,Resolved
4115,6892,3079,Brake Inspection,2024-07-26,3,595,Resolved
4116,6894,3080,Tyre Replacement,2026-01-06,1,6671,Resolved
4117,6896,3081,Clutch Service,2025-08-17,1,4488,Open
4118,6898,3082,Chain Adjustment,2025-07-25,5,449,Resolved
4119,6900,3083,Electrical Repair,2026-02-28,4,1202,Resolved
4120,6904,3085,Battery Replacement,2024-06-25,6,2701,Resolved
4121,6905,3085,Battery Replacement,2025-01-09,3,2354,Resolved
4122,6906,3087,Engine Tuning,2024-11-16,2,2651,Open
4123,6907,3087,Engine Mount Inspection,2025-12-19,3,1023,Open
4124,6908,3086,Oil Change,2024-09-04,3,1389,Resolved
4125,6912,3088,Wheel Alignment,2025-06-16,3,709,Resolved
4126,6915,3089,Gearbox Inspection,2024-10-22,2,2214,Open
4127,6918,3090,Starting System Diagnosis,2025-04-15,5,1663,Open
4128,6919,3091,Tyre Replacement,2025-07-24,3,5939,In Progress
4129,6922,3094,Wheel Alignment,2025-08-15,5,533,Resolved
4130,6923,3094,Electrical Diagnosis,2026-04-08,2,525,Resolved
4131,6924,3095,Battery Replacement,2024-09-12,2,3719,Resolved
4132,6925,3095,Brake Inspection,2024-06-22,3,818,Resolved
4133,6926,3095,General Checkup,2025-07-29,5,642,Open
4134,6927,3096,Engine Inspection,2025-11-02,10,2050,In Progress
4135,6928,3097,Gearbox Inspection,2024-06-17,4,3459,Resolved
4136,6929,3097,Wheel Alignment,2024-10-08,3,656,Resolved
4137,6931,3098,Oil Seal Replacement,2024-11-02,3,2423,In Progress
4138,6933,3099,Battery Check,2025-03-08,1,328,In Progress
4139,6934,3099,Engine Tuning,2025-10-20,2,1693,Resolved
4140,6935,3100,Clutch Service,2026-02-12,4,3669,Resolved
4141,6936,3100,Engine Inspection,2025-08-18,9,2469,Open
4142,6937,3100,Battery Replacement,2025-07-02,5,4253,Resolved
4143,6938,3100,Exhaust Inspection,2024-07-23,3,1420,Resolved
4144,6940,3101,Wheel Alignment,2025-11-16,1,556,Resolved
4145,6943,3102,Clutch Service,2026-05-28,1,1693,Resolved
4146,6944,3103,Engine Inspection,2025-12-08,8,1326,In Progress
4147,6946,3102,Electrical Diagnosis,2025-03-07,2,1763,Resolved
4148,6950,3107,Engine Tuning,2025-08-15,3,2549,Resolved
4149,6951,3107,Engine Tuning,2025-10-08,4,2055,Resolved
4150,6952,3107,Battery Check,2026-01-29,3,596,Resolved
4151,6953,3109,Exhaust Inspection,2025-09-07,1,1774,Resolved
4152,6954,3108,Oil Seal Replacement,2025-04-15,3,2218,Open
4153,6955,3108,Engine Tuning,2025-09-15,2,1423,In Progress
4154,6958,3110,Engine Mount Inspection,2025-03-11,4,1436,Resolved
4155,6959,3112,Exhaust Inspection,2025-05-31,1,1393,Resolved
4156,6960,3112,Suspension Service,2025-06-03,2,2533,Resolved
4157,6961,3112,Electrical Repair,2025-11-07,3,1922,Resolved
4158,6963,3113,Battery Check,2025-06-29,1,448,Resolved
4159,6967,3115,Brake Inspection,2025-05-20,4,411,In Progress
4160,6970,3116,Tyre Replacement,2025-02-22,3,3749,In Progress
4161,6974,3117,Tyre Replacement,2026-02-16,3,4584,In Progress
4162,6975,3117,Engine Inspection,2024-10-22,1,2156,In Progress
4163,6976,3117,Battery Replacement,2024-10-02,5,3713,In Progress
4164,6977,3118,General Checkup,2025-07-31,3,335,Open
4165,6978,3118,Battery Replacement,2024-08-05,3,3138,Resolved
4166,6980,3118,Engine Inspection,2024-10-25,14,1300,Resolved
4167,6981,3119,Engine Tuning,2025-01-28,4,1336,Resolved
4168,6982,3120,Starter Inspection,2024-06-02,1,637,Resolved
4169,6983,3120,Exhaust Inspection,2025-08-12,2,1249,Resolved
4170,6984,3119,Tyre Replacement,2025-04-10,1,6647,In Progress
4171,6985,3121,Engine Inspection,2025-09-06,5,1367,Resolved
4172,6988,3123,Engine Inspection,2025-04-16,13,2368,In Progress
4173,6989,3125,Battery Replacement,2024-07-29,2,4316,Resolved
4174,6991,3128,Engine Tuning,2026-01-25,5,2926,Resolved
4175,6992,3128,Tyre Replacement,2026-02-01,1,5312,Resolved
4176,6993,3130,Battery Check,2024-08-14,4,611,Open
4177,6995,3130,General Checkup,2025-09-04,5,457,In Progress
4178,6998,3131,Engine Inspection,2024-06-19,5,1245,Resolved
4179,6999,3133,Brake Inspection,2025-01-07,2,912,Resolved
4180,7000,3135,Battery Replacement,2025-05-08,4,3246,Resolved
4181,7003,3137,Exhaust Inspection,2024-09-04,4,1085,Resolved
4182,7005,3136,Oil Seal Replacement,2026-04-03,7,1467,Resolved
4183,7006,3138,Battery Replacement,2025-10-03,7,2591,Resolved
4184,7007,3139,Engine Inspection,2025-11-10,7,1295,In Progress
4185,7008,3141,Periodic Service,2025-04-19,4,1475,Resolved
4186,7010,3143,Clutch Service,2024-09-24,2,3609,Resolved
4187,7011,3143,Exhaust Inspection,2024-10-17,2,1142,Resolved
4188,7012,3143,Engine Tuning,2026-03-09,3,1053,Resolved
4189,7013,3144,Tyre Replacement,2026-05-18,4,3824,Resolved
4190,7015,3144,Tyre Replacement,2025-12-06,3,3284,Resolved
4191,7017,3145,Gearbox Inspection,2024-07-06,5,3181,Resolved
4192,7019,3147,Chain Adjustment,2026-04-30,3,652,In Progress
4193,7020,3147,Periodic Service,2025-12-11,4,2896,Resolved
4194,7022,3148,Tyre Replacement,2025-05-02,3,2503,Open
4195,7023,3148,Chain Adjustment,2025-05-22,5,550,Resolved
4196,7024,3148,Electrical Repair,2025-01-11,3,2809,Resolved
4197,7025,3149,Brake Inspection,2025-06-30,2,933,Open
4198,7026,3149,Chain Adjustment,2025-05-19,3,715,In Progress
4199,7029,3152,Tyre Replacement,2026-01-04,5,4858,Open
4200,7032,3154,Tyre Replacement,2024-12-31,1,4957,Resolved
4201,7033,3154,Oil Seal Replacement,2025-09-03,5,2415,In Progress
4202,7034,3155,Engine Inspection,2025-01-21,9,1445,Open
4203,7035,3156,Brake Repair,2025-05-13,7,3708,Resolved
4204,7036,3157,Wheel Alignment,2025-11-17,4,1060,Open
4205,7037,3157,Tyre Replacement,2026-01-27,2,6416,In Progress
4206,7039,3157,Chain Adjustment,2025-04-18,2,620,Open
4207,7040,3157,Oil Change,2025-06-08,4,788,Open
4208,7042,3159,Engine Tuning,2025-11-23,2,2925,In Progress
4209,7043,3159,Oil Seal Replacement,2025-07-12,3,2019,Resolved
4210,7044,3159,Tyre Replacement,2024-08-08,5,3147,Open
4211,7045,3159,Oil Change,2025-11-17,6,1007,In Progress
4212,7049,3160,Engine Inspection,2026-01-20,6,2303,Resolved
4213,7050,3161,Suspension Service,2025-11-27,1,1218,Resolved
4214,7051,3161,Electrical Diagnosis,2024-11-27,1,1982,Resolved
4215,7052,3161,Suspension Service,2026-02-20,2,3869,Resolved
4216,7054,3162,Periodic Service,2026-02-28,6,2433,Resolved
4217,7056,3162,Engine Tuning,2026-03-29,3,1383,Resolved
4218,7058,3163,Wheel Alignment,2024-10-30,4,1087,Resolved
4219,7061,3165,Tyre Replacement,2024-06-05,1,2987,Resolved
4220,7062,3165,Brake Inspection,2024-06-21,4,698,In Progress
4221,7063,3165,Clutch Service,2024-06-19,3,3848,Resolved
4222,7064,3165,Wheel Alignment,2024-10-03,3,595,Resolved
4223,7065,3165,Starting System Diagnosis,2024-11-11,2,2125,Resolved
4224,7069,3167,Brake Inspection,2025-06-26,2,795,Resolved
4225,7070,3169,Oil Seal Replacement,2026-04-01,7,1372,Resolved
4226,7072,3169,Engine Inspection,2025-12-16,2,1745,Resolved
4227,7073,3170,Engine Tuning,2026-05-19,5,2720,In Progress
4228,7077,3171,Chain Adjustment,2024-12-22,4,758,In Progress
4229,7081,3173,Fuel Line Repair,2024-10-06,12,2388,Resolved
4230,7084,3174,Battery Replacement,2025-06-12,6,2067,Resolved
4231,7088,3178,Tyre Replacement,2024-09-28,5,3235,Open
4232,7089,3178,General Checkup,2024-10-25,4,496,Resolved
4233,7092,3178,Engine Inspection,2025-05-31,3,1215,Resolved
4234,7094,3180,Oil Seal Replacement,2026-04-24,6,1286,Open
4235,7095,3180,Starting System Diagnosis,2024-09-13,4,1591,Resolved
4236,7098,3180,Battery Replacement,2025-12-17,2,2202,Resolved
4237,7099,3181,Battery Check,2026-03-28,3,439,In Progress
4238,7102,3181,Chain Adjustment,2026-03-08,4,441,Resolved
4239,7104,3182,Suspension Service,2024-06-18,3,1805,Resolved
4240,7105,3183,Battery Check,2024-12-14,1,768,Resolved
4241,7106,3183,Battery Replacement,2026-02-26,3,4454,In Progress
4242,7108,3184,Battery Replacement,2025-05-02,5,2563,Resolved
4243,7110,3185,Electrical Diagnosis,2026-03-29,3,893,Open
4244,7112,3186,Battery Check,2024-09-12,2,668,Resolved
4245,7115,3186,Battery Replacement,2024-07-01,2,2071,Resolved
4246,7117,3187,Battery Replacement,2026-01-08,6,4407,In Progress
4247,7118,3187,Battery Check,2025-02-01,3,457,Open
4248,7120,3188,Battery Replacement,2025-12-16,2,4165,Resolved
4249,7121,3188,Battery Check,2025-12-28,2,555,Resolved
4250,7124,3189,Electrical Repair,2024-08-19,4,2623,Resolved
4251,7129,3192,Chain Adjustment,2025-12-10,6,339,In Progress
4252,7130,3192,Tyre Replacement,2025-01-19,5,4666,Resolved
4253,7131,3192,Tyre Replacement,2024-07-09,1,3400,Open
4254,7133,3193,Tyre Replacement,2025-01-08,2,6924,Resolved
4255,7134,3193,Periodic Service,2024-12-13,3,1536,Open
4256,7138,3196,Engine Inspection,2024-12-25,5,1363,Resolved
4257,7139,3196,Tyre Replacement,2026-03-14,3,3645,Open
4258,7141,3197,Battery Check,2025-01-15,2,790,In Progress
4259,7147,3201,Clutch Service,2025-08-04,1,2562,Resolved
4260,7149,3200,Engine Mount Inspection,2024-06-07,1,1316,Resolved
4261,7151,3202,Wheel Alignment,2025-03-27,2,1133,Resolved
4262,7152,3203,Chain Adjustment,2025-05-14,4,670,In Progress
4263,7153,3203,Oil Seal Replacement,2026-02-10,6,1648,Resolved
4264,7154,3203,Battery Replacement,2026-04-12,7,3561,Resolved
4265,7155,3203,Oil Seal Replacement,2026-01-26,3,2274,In Progress
4266,7158,3205,Suspension Service,2024-12-11,3,3787,Open
4267,7159,3205,Engine Mount Inspection,2026-03-03,5,1162,Resolved
4268,7160,3205,Engine Inspection,2024-08-12,7,1301,Open
4269,7161,3205,Engine Mount Inspection,2025-11-23,4,933,In Progress
4270,7162,3206,Clutch Service,2026-02-04,3,4424,In Progress
4271,7163,3206,Tyre Replacement,2026-01-03,3,6615,Resolved
4272,7166,3206,Brake Inspection,2026-05-26,7,611,Open
4273,7169,3209,Starting System Diagnosis,2026-02-03,3,800,In Progress
4274,7170,3209,Exhaust Inspection,2024-06-04,2,1109,Resolved
4275,7171,3210,Battery Check,2024-11-10,2,575,Resolved
4276,7172,3210,Brake Repair,2026-02-23,11,1954,In Progress
4277,7174,3210,Engine Tuning,2025-06-05,5,1421,Resolved
4278,7175,3210,Engine Inspection,2025-12-19,3,1469,In Progress
4279,7176,3211,Brake Inspection,2024-10-18,2,480,In Progress
4280,7177,3214,Suspension Service,2024-08-17,1,4331,Resolved
4281,7182,3217,Engine Tuning,2025-05-30,3,1883,Resolved
4282,7185,3218,Oil Seal Replacement,2026-02-15,3,1212,Resolved
4283,7186,3218,Battery Replacement,2026-04-05,3,3997,Resolved
4284,7187,3219,Exhaust Inspection,2025-07-12,2,1757,In Progress
4285,7188,3219,Wheel Alignment,2025-09-25,1,1092,Resolved
4286,7190,3220,Wheel Alignment,2025-10-03,6,809,Resolved
4287,7191,3222,Battery Replacement,2024-07-18,6,3222,Resolved
4288,7195,3223,Battery Replacement,2025-11-29,6,4460,Resolved
4289,7200,3226,Gearbox Inspection,2024-06-20,1,1636,In Progress
4290,7203,3227,Chain Adjustment,2026-04-10,1,474,Resolved
4291,7206,3229,Tyre Replacement,2026-02-07,3,4762,Resolved
4292,7209,3229,Battery Replacement,2026-06-01,4,3204,Resolved
4293,7210,3230,Engine Inspection,2026-03-11,3,2399,Resolved
4294,7212,3231,Battery Check,2025-10-02,3,585,Resolved
4295,7213,3231,Battery Check,2024-06-21,4,338,Resolved
4296,7214,3233,Battery Replacement,2026-05-28,3,3834,Resolved
4297,7215,3232,Periodic Service,2024-06-30,5,2036,Resolved
4298,7216,3233,General Checkup,2025-05-14,3,775,Open
4299,7218,3233,Oil Seal Replacement,2026-02-27,6,1847,Resolved
4300,7219,3234,Wheel Alignment,2025-09-25,3,756,Resolved
4301,7220,3235,Tyre Replacement,2024-11-23,5,6742,Resolved
4302,7222,3235,Periodic Service,2024-09-03,2,2771,Resolved
4303,7223,3235,Battery Check,2024-07-21,2,506,Open
4304,7226,3237,Brake Inspection,2025-12-02,3,877,Resolved
4305,7227,3237,Chain Adjustment,2024-09-01,6,391,In Progress
4306,7228,3240,Exhaust Inspection,2025-06-01,1,1131,Open
4307,7229,3238,Electrical Diagnosis,2026-01-27,5,1371,Resolved
4308,7230,3240,Oil Change,2024-09-17,4,1039,Resolved
4309,7231,3239,Brake Inspection,2026-02-25,7,947,Resolved
4310,7232,3239,Brake Inspection,2024-12-05,3,571,Open
4311,7233,3241,Gearbox Inspection,2026-03-03,2,3474,Resolved
4312,7234,3241,Brake Repair,2024-10-01,7,3121,Open
4313,7236,3241,Battery Check,2026-02-16,2,379,In Progress
4314,7237,3242,Engine Inspection,2025-07-10,2,1861,In Progress
4315,7238,3242,Tyre Replacement,2024-09-28,1,4822,Resolved
4316,7239,3242,Oil Seal Replacement,2024-10-22,4,1707,Resolved
4317,7240,3244,Battery Check,2026-05-25,5,318,Resolved
4318,7241,3244,Periodic Service,2024-10-07,1,2169,Resolved
4319,7242,3243,Starter Inspection,2026-02-18,1,1388,Resolved
4320,7244,3245,Battery Check,2024-09-16,5,794,Resolved
4321,7246,3246,Wheel Alignment,2025-09-16,2,859,In Progress
4322,7247,3246,Chain Adjustment,2024-08-07,5,485,Resolved
4323,7249,3246,Brake Inspection,2025-07-26,2,674,In Progress
4324,7251,3247,Battery Check,2025-08-30,1,504,Open
4325,7252,3248,Oil Seal Replacement,2024-10-12,4,1463,Resolved
4326,7254,3248,Periodic Service,2026-02-13,3,2026,Resolved
4327,7255,3248,Battery Check,2025-08-06,2,329,Resolved
4328,7256,3249,Fuel Line Repair,2026-01-19,5,1074,Resolved
4329,7257,3249,Starter Inspection,2025-04-23,3,1169,Resolved
4330,7258,3249,Engine Tuning,2025-10-20,3,1363,Resolved
4331,7264,3256,Brake Repair,2025-12-28,14,2440,Resolved
4332,7265,3256,Engine Tuning,2025-01-28,3,2325,Open
4333,7266,3256,Fuel Line Repair,2025-10-31,11,3464,Open
4334,7268,3258,Battery Check,2026-06-01,3,703,In Progress
4335,7269,3259,Chain Adjustment,2025-11-19,6,485,Resolved
4336,7270,3261,Battery Check,2025-10-26,4,581,Resolved
4337,7271,3260,Fuel Line Repair,2024-09-26,5,3134,Resolved
4338,7272,3260,Engine Inspection,2025-03-24,6,1284,Open
4339,7273,3261,Engine Tuning,2025-05-16,5,1226,In Progress
4340,7274,3261,Engine Inspection,2026-02-03,8,1739,Resolved
4341,7278,3262,Engine Tuning,2025-03-16,5,2984,Open
4342,7281,3264,Electrical Diagnosis,2024-12-17,5,1644,Resolved
4343,7282,3263,Tyre Replacement,2024-09-11,2,3545,Open
4344,7283,3265,Engine Tuning,2024-09-09,5,2558,Resolved
4345,7284,3265,Oil Seal Replacement,2025-12-03,7,873,Resolved
4346,7285,3266,Oil Change,2025-02-06,4,1302,Open
4347,7286,3266,Battery Replacement,2025-12-30,2,2865,In Progress
4348,7287,3267,Periodic Service,2025-08-28,3,2600,Resolved
4349,7288,3267,Battery Check,2024-10-07,5,613,Resolved
4350,7289,3267,Fuel Line Repair,2025-03-30,8,3338,Open
4351,7292,3268,Tyre Replacement,2025-10-21,2,6003,Resolved
4352,7293,3268,Brake Inspection,2024-06-10,4,815,In Progress
4353,7294,3268,Battery Check,2024-10-15,5,301,In Progress
4354,7295,3270,Exhaust Inspection,2025-07-18,1,1648,Resolved
4355,7297,3269,Engine Mount Inspection,2025-06-25,1,788,Resolved
4356,7299,3273,Oil Change,2026-05-16,2,996,Open
4357,7300,3273,Clutch Service,2026-05-21,1,2877,Resolved
4358,7301,3273,Chain Adjustment,2025-02-02,4,401,Resolved
4359,7302,3275,Battery Check,2025-01-05,2,328,Resolved
4360,7303,3274,Gearbox Inspection,2024-12-19,2,1911,Resolved
4361,7304,3275,Brake Repair,2025-07-29,11,1849,Resolved
4362,7307,3277,Chain Adjustment,2025-06-06,4,754,Open
4363,7308,3278,Wheel Alignment,2025-03-02,5,613,Resolved
4364,7310,3277,Electrical Repair,2025-04-10,3,2255,In Progress
4365,7313,3279,Periodic Service,2024-07-23,2,1680,Open
4366,7314,3279,Wheel Alignment,2025-04-26,4,516,Open
4367,7316,3280,Tyre Replacement,2025-05-22,3,6149,Resolved
4368,7317,3281,Suspension Service,2026-04-13,2,1417,Resolved
4369,7325,3285,Chain Adjustment,2024-11-12,5,431,Resolved
4370,7327,3287,Oil Change,2026-04-17,5,867,Resolved
4371,7328,3287,Brake Inspection,2025-09-19,6,491,Resolved
4372,7330,3286,Suspension Service,2025-08-24,5,4915,In Progress
4373,7331,3286,Exhaust Inspection,2024-09-26,5,1280,Resolved
4374,7333,3288,Brake Inspection,2024-10-08,5,604,Resolved
4375,7336,3289,Fuel Line Repair,2024-11-20,10,1904,In Progress
4376,7338,3289,General Checkup,2025-10-02,3,636,Open
4377,7339,3289,Chain Adjustment,2026-02-28,1,627,Open
4378,7341,3290,Engine Inspection,2024-07-08,14,1449,Resolved
4379,7343,3290,Fuel Line Repair,2024-12-09,6,1664,Resolved
4380,7344,3291,Oil Seal Replacement,2024-09-01,4,2278,Resolved
4381,7345,3291,Engine Inspection,2026-04-05,8,2361,Resolved
4382,7347,3291,Oil Seal Replacement,2024-06-26,5,1903,Resolved
4383,7351,3293,Wheel Alignment,2026-01-19,1,506,Resolved
4384,7354,3293,Starting System Diagnosis,2024-09-20,4,1633,Resolved
4385,7356,3295,Fuel Line Repair,2024-09-14,15,2323,Resolved
4386,7357,3295,Starter Inspection,2025-12-04,3,1364,Resolved
4387,7358,3295,Engine Inspection,2025-06-30,11,1590,Resolved
4388,7362,3297,Suspension Service,2025-06-12,5,3555,Resolved
4389,7363,3296,Engine Tuning,2024-10-11,4,1069,Open
4390,7364,3298,Starting System Diagnosis,2024-11-07,4,1865,Resolved
4391,7365,3298,Fuel Line Repair,2025-10-29,6,3106,Resolved
4392,7367,3298,Exhaust Inspection,2024-12-13,5,1718,In Progress
4393,7372,3301,Engine Tuning,2024-07-18,1,2453,Open
4394,7373,3301,Battery Replacement,2025-03-13,3,2642,Resolved
4395,7374,3300,Battery Check,2024-12-03,1,401,Resolved
4396,7375,3301,General Checkup,2026-05-30,2,816,Resolved
4397,7376,3303,Wheel Alignment,2025-06-28,3,962,Resolved
4398,7377,3303,Fuel Line Repair,2025-08-03,6,3340,Resolved
4399,7380,3304,Tyre Replacement,2024-11-01,2,6799,In Progress
4400,7382,3304,Engine Tuning,2026-04-03,4,1041,Resolved
4401,7383,3304,Tyre Replacement,2024-07-30,3,5363,Resolved
4402,7384,3305,Engine Tuning,2026-05-15,4,2675,Open
4403,7385,3305,Engine Inspection,2025-08-09,11,1395,Resolved
4404,7386,3305,Tyre Replacement,2026-04-02,4,4128,Resolved
4405,7387,3305,Battery Replacement,2024-10-16,3,3395,Resolved
4406,7389,3307,Battery Check,2025-02-26,2,639,Resolved
4407,7390,3306,General Checkup,2025-10-13,6,776,Resolved
4408,7397,3310,Battery Check,2026-05-30,3,387,Resolved
4409,7399,3311,Oil Seal Replacement,2025-12-19,6,2082,Resolved
4410,7400,3312,Engine Tuning,2026-04-20,5,2074,Resolved
4411,7403,3313,Tyre Replacement,2025-10-01,5,6036,Resolved
4412,7404,3313,Brake Inspection,2025-08-07,5,675,Resolved
4413,7408,3314,Oil Change,2025-07-04,5,951,Resolved
4414,7410,3315,Battery Replacement,2024-08-14,5,2626,Resolved
4415,7412,3316,Exhaust Inspection,2024-10-10,3,1531,Open
4416,7414,3316,Battery Replacement,2025-12-05,7,4269,Resolved
4417,7415,3316,Electrical Diagnosis,2024-08-26,1,1302,Resolved
4418,7416,3317,Engine Inspection,2025-06-03,10,1436,In Progress
4419,7418,3317,Oil Seal Replacement,2024-10-20,2,2379,Open
4420,7420,3317,Engine Inspection,2025-02-09,7,1634,Resolved
4421,7421,3318,Fuel Line Repair,2024-08-06,9,2496,Open
4422,7424,3318,Suspension Service,2024-07-10,4,3775,Resolved
4423,7425,3319,Brake Inspection,2024-08-14,7,565,Resolved
4424,7426,3319,Starter Inspection,2024-10-28,5,1046,Resolved
4425,7427,3319,Brake Inspection,2025-10-10,7,494,Open
4426,7428,3321,Battery Check,2026-02-28,1,729,Resolved
4427,7430,3324,Battery Replacement,2026-03-02,7,2663,Resolved
4428,7431,3323,Periodic Service,2024-10-31,1,1621,In Progress
4429,7432,3325,Oil Seal Replacement,2024-09-17,3,2350,Resolved
4430,7434,3326,Engine Mount Inspection,2025-02-16,5,1695,Resolved
4431,7436,3326,Engine Mount Inspection,2025-11-12,4,1058,Open
4432,7437,3326,Brake Inspection,2025-08-22,3,514,Resolved
4433,7441,3327,Battery Check,2025-06-17,7,305,Resolved
4434,7442,3327,Brake Repair,2025-06-19,6,3087,Resolved
4435,7445,3329,Wheel Alignment,2024-08-20,2,641,Resolved
4436,7447,3329,Electrical Repair,2026-02-06,2,3185,Resolved
4437,7448,3332,Battery Check,2025-09-06,1,506,Resolved
4438,7449,3332,Tyre Replacement,2026-03-30,2,6995,Resolved
4439,7452,3333,Electrical Repair,2026-01-18,1,2183,Resolved
4440,7454,3335,General Checkup,2026-04-06,4,316,In Progress
4441,7456,3336,Battery Check,2026-03-12,2,344,Open
4442,7458,3337,Engine Mount Inspection,2024-07-16,5,1154,Resolved
4443,7459,3337,Periodic Service,2025-08-06,4,1946,Resolved
4444,7460,3337,Engine Inspection,2025-08-13,4,1375,Open
4445,7461,3337,Chain Adjustment,2026-03-08,1,746,Resolved
4446,7467,3340,Chain Adjustment,2024-11-29,3,534,Open
4447,7468,3340,General Checkup,2026-01-04,2,955,Resolved
4448,7470,3340,Brake Inspection,2025-01-08,6,511,Resolved
4449,7473,3341,Engine Inspection,2025-03-22,7,1473,Resolved
4450,7474,3341,General Checkup,2025-07-23,1,1000,Resolved
4451,7476,3342,Brake Inspection,2024-08-26,6,420,Resolved
4452,7477,3342,Engine Tuning,2025-04-27,1,2587,Resolved
4453,7478,3343,Battery Check,2026-01-11,3,305,Resolved
4454,7479,3343,Chain Adjustment,2026-03-10,4,618,Resolved
4455,7481,3344,Battery Check,2026-01-16,4,337,Open
4456,7483,3344,Oil Seal Replacement,2025-07-28,3,1815,Resolved
4457,7484,3344,Engine Inspection,2024-06-12,11,2320,Resolved
4458,7486,3347,Battery Check,2025-05-09,3,771,Resolved
4459,7487,3348,Gearbox Inspection,2026-01-12,2,2180,Resolved
4460,7488,3348,Periodic Service,2024-07-15,5,1615,Resolved
4461,7489,3348,Brake Repair,2026-04-06,10,2074,Resolved
4462,7490,3348,Starter Inspection,2025-05-26,4,1029,Resolved
4463,7492,3350,Engine Inspection,2026-02-21,13,1565,Resolved
4464,7495,3352,Battery Replacement,2025-08-17,4,2037,Open
4465,7496,3352,Engine Tuning,2024-08-11,2,1304,Resolved
4466,7497,3352,Tyre Replacement,2025-05-14,4,2685,In Progress
4467,7498,3352,Oil Seal Replacement,2024-11-17,2,2306,Open
4468,7499,3354,Chain Adjustment,2025-02-21,1,373,Resolved
4469,7500,3353,Brake Repair,2024-07-25,5,2030,Resolved
4470,7501,3353,Starting System Diagnosis,2025-01-11,4,1386,Open
4471,7502,3355,Starting System Diagnosis,2025-01-23,4,858,Resolved
4472,7503,3355,Battery Check,2024-08-19,5,703,Resolved
4473,7504,3355,Electrical Diagnosis,2024-12-19,4,524,Resolved
4474,7507,3356,Engine Tuning,2025-08-11,5,1975,Resolved
4475,7508,3356,Wheel Alignment,2024-07-24,5,717,Open
4476,7509,3356,Oil Seal Replacement,2025-08-07,7,1415,Resolved
4477,7511,3357,Exhaust Inspection,2025-07-03,5,1427,Resolved
4478,7512,3358,Oil Change,2025-02-21,5,1118,Resolved
4479,7514,3360,Exhaust Inspection,2024-07-15,5,1360,Resolved
4480,7516,3360,Electrical Repair,2025-12-09,4,3150,In Progress
4481,7517,3360,Chain Adjustment,2024-06-02,4,547,In Progress
4482,7518,3361,Oil Seal Replacement,2024-10-01,3,915,Open
4483,7519,3361,Engine Inspection,2024-12-22,1,2056,Resolved
4484,7522,3362,Tyre Replacement,2025-06-11,4,3410,Resolved
4485,7523,3362,Engine Tuning,2025-12-19,2,2851,Resolved
4486,7524,3364,Electrical Diagnosis,2026-02-07,3,1171,Resolved
4487,7526,3364,Clutch Service,2025-03-19,5,3206,In Progress
4488,7527,3366,Oil Seal Replacement,2026-04-18,6,834,Resolved
4489,7534,3369,Battery Replacement,2025-10-22,5,3777,Resolved
4490,7537,3370,Chain Adjustment,2025-08-05,3,493,Resolved
4491,7539,3370,Engine Tuning,2024-08-06,1,1353,Resolved
4492,7540,3371,Engine Inspection,2025-02-27,13,2237,Open
4493,7543,3375,Oil Seal Replacement,2025-06-24,7,2177,Resolved
4494,7544,3375,Tyre Replacement,2025-06-12,1,4446,Resolved
4495,7545,3374,Oil Change,2025-12-18,5,1102,Open
4496,7546,3375,Periodic Service,2025-05-01,3,2009,Open
4497,7547,3374,Electrical Diagnosis,2024-12-29,4,1698,Resolved
4498,7548,3376,Brake Inspection,2026-01-06,2,456,Open
4499,7550,3377,Wheel Alignment,2026-02-13,4,747,Resolved
4500,7551,3377,Brake Inspection,2024-10-09,7,581,In Progress
4501,7552,3378,Electrical Diagnosis,2025-10-22,4,1707,Resolved
4502,7555,3379,Engine Inspection,2024-12-29,9,2264,Resolved
4503,7556,3379,Chain Adjustment,2025-11-11,4,728,Open
4504,7557,3379,Electrical Repair,2025-08-02,4,1491,Open
4505,7559,3380,Tyre Replacement,2026-02-23,2,5999,In Progress
4506,7564,3381,Tyre Replacement,2026-01-13,4,3306,Resolved
4507,7565,3381,Battery Replacement,2024-12-29,7,3837,In Progress
4508,7567,3383,Electrical Diagnosis,2025-06-17,2,1917,Resolved
4509,7568,3383,Wheel Alignment,2024-11-15,7,1124,Open
4510,7569,3383,Electrical Repair,2025-04-19,5,3387,Resolved
4511,7570,3383,Wheel Alignment,2025-07-21,1,988,Resolved
4512,7571,3383,Clutch Service,2024-12-21,3,3451,Resolved
4513,7572,3384,Tyre Replacement,2025-07-26,1,4348,Resolved
4514,7574,3385,Battery Replacement,2024-08-26,3,4037,Open
