survey_id,service_id,customer_rating,will_return,recommend_service,feedback
3682,3682,4,Yes,Yes,Service was good overall.
3683,3683,4,Yes,Yes,Issue resolved satisfactorily.
3684,3684,4,Yes,Yes,Reasonably happy with the service.
3685,3685,5,Yes,Yes,Issue resolved quickly and professionally.
3686,3686,1,No,No,Issue still not resolved.
3687,3687,1,No,No,Issue still not resolved.
3688,3688,2,No,No,Communication could be improved.
3689,3689,3,No,No,Could have been handled better.
3690,3690,3,No,No,Average service experience.
3691,3691,1,No,No,Poor service experience.
3692,3692,2,No,No,Resolution took longer than expected.
3693,3693,5,Yes,Yes,Staff were helpful and courteous.
3694,3694,3,No,No,Could have been handled better.
3695,3695,3,No,No,Service was acceptable.
3696,3696,1,No,No,Very dissatisfied with the service.
3697,3697,5,Yes,Yes,Issue resolved quickly and professionally.
3698,3698,3,No,No,Average service experience.
3699,3699,4,Yes,Yes,Reasonably happy with the service.
3700,3700,4,Yes,Yes,Reasonably happy with the service.
3701,3701,4,Yes,Yes,Service was good overall.
3702,3702,1,No,No,Poor service experience.
3703,3703,3,No,No,Service was acceptable.
3704,3704,3,No,No,Average service experience.
3705,3705,5,Yes,Yes,Very satisfied with the service provided.
3706,3706,1,No,No,Issue still not resolved.
3707,3707,5,Yes,Yes,Excellent service experience.
3708,3708,2,No,No,Service experience was below expectations.
3709,3709,2,No,No,Not fully satisfied with the service.
3710,3710,1,No,No,Would not recommend this service center.
3711,3711,4,Yes,Yes,Reasonably happy with the service.
3712,3712,3,No,No,Service was acceptable.
3713,3713,1,No,No,Poor service experience.
3714,3714,2,No,No,Communication could be improved.
3715,3715,5,Yes,Yes,Issue resolved quickly and professionally.
3716,3716,4,Yes,Yes,Issue resolved satisfactorily.
3717,3717,5,Yes,Yes,Very satisfied with the service provided.
3718,3718,4,Yes,Yes,Issue resolved satisfactorily.
3719,3719,4,Yes,Yes,Service was good overall.
3720,3720,4,Yes,Yes,Issue resolved satisfactorily.
3721,3721,5,Yes,Yes,Staff were helpful and courteous.
3722,3722,5,Yes,Yes,Excellent service experience.
3723,3723,4,Yes,Yes,Issue resolved satisfactorily.
3724,3724,5,Yes,Yes,Very satisfied with the service provided.
3725,3725,1,No,No,Poor service experience.
3726,3726,5,Yes,Yes,Staff were helpful and courteous.
3727,3727,2,No,No,Communication could be improved.
3728,3728,3,No,No,Average service experience.
3729,3729,4,Yes,Yes,Reasonably happy with the service.
3730,3730,3,No,No,Could have been handled better.
3731,3731,4,Yes,Yes,Good experience with the service center.
3732,3732,4,Yes,Yes,Good experience with the service center.
3733,3733,4,Yes,Yes,Service was good overall.
3734,3734,3,No,No,Could have been handled better.
3735,3735,1,No,No,Poor service experience.
3736,3736,5,Yes,Yes,Issue resolved quickly and professionally.
3737,3737,4,Yes,Yes,Good experience with the service center.
3738,3738,3,No,No,Service was acceptable.
3739,3739,5,Yes,Yes,Issue resolved quickly and professionally.
3740,3740,1,No,No,Very dissatisfied with the service.
3741,3741,4,Yes,Yes,Service was good overall.
3742,3742,2,No,No,Communication could be improved.
3743,3743,5,Yes,Yes,Staff were helpful and courteous.
3744,3744,5,Yes,Yes,Issue resolved quickly and professionally.
3745,3745,1,No,No,Poor service experience.
3746,3746,4,Yes,Yes,Service was good overall.
3747,3747,5,Yes,Yes,Issue resolved quickly and professionally.
3748,3748,5,Yes,Yes,Issue resolved quickly and professionally.
3749,3749,4,Yes,Yes,Reasonably happy with the service.
3750,3750,4,Yes,Yes,Service was good overall.
3751,3751,3,No,No,Issue eventually resolved.
3752,3752,3,No,No,Issue eventually resolved.
3753,3753,4,Yes,Yes,Service was good overall.
3754,3754,5,Yes,Yes,Very satisfied with the service provided.
3755,3755,4,Yes,Yes,Service was good overall.
3756,3756,1,No,No,Very dissatisfied with the service.
3757,3757,2,No,No,Service experience was below expectations.
3758,3758,2,No,No,Resolution took longer than expected.
3759,3759,2,No,No,Resolution took longer than expected.
3760,3760,1,No,No,Issue still not resolved.
3761,3761,4,Yes,Yes,Service was good overall.
3762,3762,4,Yes,Yes,Service was good overall.
3763,3763,2,No,No,Communication could be improved.
3764,3764,3,No,No,Service was acceptable.
3765,3765,4,Yes,Yes,Good experience with the service center.
3766,3766,4,Yes,Yes,Good experience with the service center.
3767,3767,4,Yes,Yes,Good experience with the service center.
3768,3768,4,Yes,Yes,Service was good overall.
3769,3769,5,Yes,Yes,Staff were helpful and courteous.
3770,3770,5,Yes,Yes,Very satisfied with the service provided.
3771,3771,1,No,No,Issue still not resolved.
3772,3772,5,Yes,Yes,Excellent service experience.
3773,3773,4,Yes,Yes,Good experience with the service center.
3774,3774,4,Yes,Yes,Reasonably happy with the service.
3775,3775,5,Yes,Yes,Very satisfied with the service provided.
3776,3776,5,Yes,Yes,Issue resolved quickly and professionally.
3777,3777,3,No,No,Could have been handled better.
3778,3778,2,No,No,Service experience was below expectations.
3779,3779,5,Yes,Yes,Excellent service experience.
3780,3780,5,Yes,Yes,Excellent service experience.
3781,3781,5,Yes,Yes,Issue resolved quickly and professionally.
3782,3782,2,No,No,Service experience was below expectations.
3783,3783,2,No,No,Communication could be improved.
3784,3784,4,Yes,Yes,Good experience with the service center.
3785,3785,4,Yes,Yes,Reasonably happy with the service.
3786,3786,4,Yes,Yes,Good experience with the service center.
3787,3787,3,No,No,Issue eventually resolved.
3788,3788,3,No,No,Could have been handled better.
3789,3789,4,Yes,Yes,Reasonably happy with the service.
3790,3790,5,Yes,Yes,Staff were helpful and courteous.
3791,3791,1,No,No,Very dissatisfied with the service.
3792,3792,5,Yes,Yes,Excellent service experience.
3793,3793,5,Yes,Yes,Staff were helpful and courteous.
3794,3794,4,Yes,Yes,Good experience with the service center.
3795,3795,5,Yes,Yes,Staff were helpful and courteous.
3796,3796,5,Yes,Yes,Staff were helpful and courteous.
3797,3797,3,No,No,Issue eventually resolved.
3798,3798,3,No,No,Could have been handled better.
3799,3799,4,Yes,Yes,Good experience with the service center.
3800,3800,2,No,No,Communication could be improved.
3801,3801,1,No,No,Very dissatisfied with the service.
3802,3802,2,No,No,Resolution took longer than expected.
3803,3803,3,No,No,Issue eventually resolved.
3804,3804,3,No,No,Issue eventually resolved.
3805,3805,4,Yes,Yes,Issue resolved satisfactorily.
3806,3806,3,No,No,Service was acceptable.
3807,3807,5,Yes,Yes,Staff were helpful and courteous.
3808,3808,5,Yes,Yes,Very satisfied with the service provided.
3809,3809,4,Yes,Yes,Issue resolved satisfactorily.
3810,3810,4,Yes,Yes,Service was good overall.
3811,3811,4,Yes,Yes,Good experience with the service center.
3812,3812,4,Yes,Yes,Reasonably happy with the service.
3813,3813,5,Yes,Yes,Staff were helpful and courteous.
3814,3814,2,No,No,Service experience was below expectations.
3815,3815,4,Yes,Yes,Good experience with the service center.
3816,3816,3,No,No,Average service experience.
3817,3817,2,No,No,Not fully satisfied with the service.
3818,3818,3,No,No,Issue eventually resolved.
3819,3819,3,No,No,Service was acceptable.
3820,3820,3,No,No,Average service experience.
3821,3821,2,No,No,Not fully satisfied with the service.
3822,3822,4,Yes,Yes,Issue resolved satisfactorily.
3823,3823,4,Yes,Yes,Issue resolved satisfactorily.
3824,3824,3,No,No,Service was acceptable.
3825,3825,2,No,No,Service experience was below expectations.
3826,3826,5,Yes,Yes,Very satisfied with the service provided.
3827,3827,3,No,No,Issue eventually resolved.
3828,3828,4,Yes,Yes,Service was good overall.
3829,3829,3,No,No,Average service experience.
3830,3830,1,No,No,Very dissatisfied with the service.
3831,3831,2,No,No,Communication could be improved.
3832,3832,5,Yes,Yes,Staff were helpful and courteous.
3833,3833,3,No,No,Issue eventually resolved.
3834,3834,4,Yes,Yes,Service was good overall.
3835,3835,3,No,No,Average service experience.
3836,3836,2,No,No,Resolution took longer than expected.
3837,3837,5,Yes,Yes,Excellent service experience.
3838,3838,5,Yes,Yes,Staff were helpful and courteous.
3839,3839,4,Yes,Yes,Good experience with the service center.
3840,3840,2,No,No,Resolution took longer than expected.
3841,3841,4,Yes,Yes,Issue resolved satisfactorily.
3842,3842,1,No,No,Poor service experience.
3843,3843,4,Yes,Yes,Good experience with the service center.
3844,3844,1,No,No,Issue still not resolved.
3845,3845,4,Yes,Yes,Service was good overall.
3846,3846,5,Yes,Yes,Issue resolved quickly and professionally.
3847,3847,4,Yes,Yes,Issue resolved satisfactorily.
3848,3848,5,Yes,Yes,Very satisfied with the service provided.
3849,3849,3,No,No,Average service experience.
3850,3850,1,No,No,Very dissatisfied with the service.
3851,3851,4,Yes,Yes,Service was good overall.
3852,3852,1,No,No,Poor service experience.
3853,3853,4,Yes,Yes,Service was good overall.
3854,3854,4,Yes,Yes,Good experience with the service center.
3855,3855,4,Yes,Yes,Issue resolved satisfactorily.
3856,3856,3,No,No,Service was acceptable.
3857,3857,4,Yes,Yes,Issue resolved satisfactorily.
3858,3858,5,Yes,Yes,Very satisfied with the service provided.
3859,3859,2,No,No,Resolution took longer than expected.
3860,3860,4,Yes,Yes,Reasonably happy with the service.
3861,3861,4,Yes,Yes,Reasonably happy with the service.
3862,3862,1,No,No,Poor service experience.
3863,3863,3,No,No,Service was acceptable.
3864,3864,1,No,No,Poor service experience.
3865,3865,5,Yes,Yes,Excellent service experience.
3866,3866,4,Yes,Yes,Reasonably happy with the service.
3867,3867,2,No,No,Communication could be improved.
3868,3868,3,No,No,Service was acceptable.
3869,3869,4,Yes,Yes,Reasonably happy with the service.
3870,3870,4,Yes,Yes,Good experience with the service center.
3871,3871,4,Yes,Yes,Issue resolved satisfactorily.
3872,3872,4,Yes,Yes,Service was good overall.
3873,3873,4,Yes,Yes,Reasonably happy with the service.
3874,3874,3,No,No,Service was acceptable.
3875,3875,5,Yes,Yes,Staff were helpful and courteous.
3876,3876,2,No,No,Communication could be improved.
3877,3877,5,Yes,Yes,Very satisfied with the service provided.
3878,3878,2,No,No,Communication could be improved.
3879,3879,1,No,No,Would not recommend this service center.
3880,3880,4,Yes,Yes,Good experience with the service center.
3881,3881,4,Yes,Yes,Good experience with the service center.
3882,3882,1,No,No,Would not recommend this service center.
3883,3883,3,No,No,Issue eventually resolved.
3884,3884,3,No,No,Average service experience.
3885,3885,1,No,No,Would not recommend this service center.
3886,3886,3,No,No,Issue eventually resolved.
3887,3887,4,Yes,Yes,Reasonably happy with the service.
3888,3888,3,No,No,Service was acceptable.
3889,3889,5,Yes,Yes,Issue resolved quickly and professionally.
3890,3890,1,No,No,Issue still not resolved.
3891,3891,4,Yes,Yes,Reasonably happy with the service.
3892,3892,4,Yes,Yes,Good experience with the service center.
3893,3893,1,No,No,Poor service experience.
3894,3894,4,Yes,Yes,Reasonably happy with the service.
3895,3895,2,No,No,Service experience was below expectations.
3896,3896,2,No,No,Service experience was below expectations.
3897,3897,4,Yes,Yes,Good experience with the service center.
3898,3898,4,Yes,Yes,Service was good overall.
3899,3899,3,No,No,Service was acceptable.
3900,3900,1,No,No,Very dissatisfied with the service.
3901,3901,2,No,No,Communication could be improved.
3902,3902,3,No,No,Service was acceptable.
3903,3903,4,Yes,Yes,Issue resolved satisfactorily.
3904,3904,4,Yes,Yes,Service was good overall.
3905,3905,5,Yes,Yes,Staff were helpful and courteous.
3906,3906,5,Yes,Yes,Issue resolved quickly and professionally.
3907,3907,5,Yes,Yes,Very satisfied with the service provided.
3908,3908,1,No,No,Very dissatisfied with the service.
3909,3909,5,Yes,Yes,Issue resolved quickly and professionally.
3910,3910,5,Yes,Yes,Staff were helpful and courteous.
3911,3911,3,No,No,Service was acceptable.
3912,3912,3,No,No,Issue eventually resolved.
3913,3913,3,No,No,Issue eventually resolved.
3914,3914,4,Yes,Yes,Reasonably happy with the service.
3915,3915,4,Yes,Yes,Issue resolved satisfactorily.
3916,3916,5,Yes,Yes,Excellent service experience.
3917,3917,2,No,No,Service experience was below expectations.
3918,3918,4,Yes,Yes,Reasonably happy with the service.
3919,3919,1,No,No,Very dissatisfied with the service.
3920,3920,3,No,No,Could have been handled better.
3921,3921,2,No,No,Communication could be improved.
3922,3922,4,Yes,Yes,Service was good overall.
3923,3923,2,No,No,Communication could be improved.
3924,3924,3,No,No,Issue eventually resolved.
3925,3925,5,Yes,Yes,Staff were helpful and courteous.
3926,3926,4,Yes,Yes,Service was good overall.
3927,3927,2,No,No,Service experience was below expectations.
3928,3928,4,Yes,Yes,Good experience with the service center.
3929,3929,5,Yes,Yes,Excellent service experience.
3930,3930,5,Yes,Yes,Staff were helpful and courteous.
3931,3931,4,Yes,Yes,Reasonably happy with the service.
3932,3932,5,Yes,Yes,Very satisfied with the service provided.
3933,3933,3,No,No,Service was acceptable.
3934,3934,4,Yes,Yes,Issue resolved satisfactorily.
3935,3935,5,Yes,Yes,Very satisfied with the service provided.
3936,3936,4,Yes,Yes,Reasonably happy with the service.
3937,3937,4,Yes,Yes,Reasonably happy with the service.
3938,3938,5,Yes,Yes,Excellent service experience.
3939,3939,5,Yes,Yes,Issue resolved quickly and professionally.
3940,3940,4,Yes,Yes,Issue resolved satisfactorily.
3941,3941,1,No,No,Issue still not resolved.
3942,3942,3,No,No,Service was acceptable.
3943,3943,3,No,No,Service was acceptable.
3944,3944,5,Yes,Yes,Staff were helpful and courteous.
3945,3945,4,Yes,Yes,Service was good overall.
3946,3946,4,Yes,Yes,Issue resolved satisfactorily.
3947,3947,1,No,No,Would not recommend this service center.
3948,3948,4,Yes,Yes,Issue resolved satisfactorily.
3949,3949,4,Yes,Yes,Issue resolved satisfactorily.
3950,3950,2,No,No,Communication could be improved.
3951,3951,5,Yes,Yes,Excellent service experience.
3952,3952,1,No,No,Very dissatisfied with the service.
3953,3953,3,No,No,Issue eventually resolved.
3954,3954,4,Yes,Yes,Issue resolved satisfactorily.
3955,3955,3,No,No,Average service experience.
3956,3956,1,No,No,Issue still not resolved.
3957,3957,3,No,No,Could have been handled better.
3958,3958,5,Yes,Yes,Excellent service experience.
3959,3959,5,Yes,Yes,Very satisfied with the service provided.
3960,3960,5,Yes,Yes,Issue resolved quickly and professionally.
3961,3961,3,No,No,Issue eventually resolved.
3962,3962,3,No,No,Average service experience.
3963,3963,5,Yes,Yes,Issue resolved quickly and professionally.
3964,3964,4,Yes,Yes,Good experience with the service center.
3965,3965,4,Yes,Yes,Issue resolved satisfactorily.
3966,3966,5,Yes,Yes,Excellent service experience.
3967,3967,1,No,No,Poor service experience.
3968,3968,3,No,No,Could have been handled better.
3969,3969,2,No,No,Communication could be improved.
3970,3970,4,Yes,Yes,Service was good overall.
3971,3971,5,Yes,Yes,Staff were helpful and courteous.
3972,3972,2,No,No,Service experience was below expectations.
3973,3973,5,Yes,Yes,Excellent service experience.
3974,3974,3,No,No,Average service experience.
3975,3975,4,Yes,Yes,Reasonably happy with the service.
3976,3976,4,Yes,Yes,Service was good overall.
3977,3977,1,No,No,Would not recommend this service center.
3978,3978,4,Yes,Yes,Issue resolved satisfactorily.
3979,3979,4,Yes,Yes,Good experience with the service center.
3980,3980,2,No,No,Communication could be improved.
3981,3981,4,Yes,Yes,Reasonably happy with the service.
3982,3982,4,Yes,Yes,Good experience with the service center.
3983,3983,1,No,No,Very dissatisfied with the service.
3984,3984,5,Yes,Yes,Issue resolved quickly and professionally.
3985,3985,5,Yes,Yes,Very satisfied with the service provided.
3986,3986,5,Yes,Yes,Excellent service experience.
3987,3987,4,Yes,Yes,Issue resolved satisfactorily.
3988,3988,4,Yes,Yes,Reasonably happy with the service.
3989,3989,4,Yes,Yes,Issue resolved satisfactorily.
3990,3990,3,No,No,Service was acceptable.
3991,3991,2,No,No,Not fully satisfied with the service.
3992,3992,2,No,No,Service experience was below expectations.
3993,3993,5,Yes,Yes,Issue resolved quickly and professionally.
3994,3994,4,Yes,Yes,Service was good overall.
3995,3995,4,Yes,Yes,Good experience with the service center.
3996,3996,4,Yes,Yes,Reasonably happy with the service.
3997,3997,4,Yes,Yes,Service was good overall.
3998,3998,4,Yes,Yes,Issue resolved satisfactorily.
3999,3999,3,No,No,Average service experience.
4000,4000,1,No,No,Very dissatisfied with the service.
4001,4001,4,Yes,Yes,Issue resolved satisfactorily.
4002,4002,5,Yes,Yes,Excellent service experience.
4003,4003,4,Yes,Yes,Issue resolved satisfactorily.
4004,4004,2,No,No,Service experience was below expectations.
4005,4005,4,Yes,Yes,Service was good overall.
4006,4006,4,Yes,Yes,Service was good overall.
4007,4007,3,No,No,Service was acceptable.
4008,4008,3,No,No,Could have been handled better.
4009,4009,5,Yes,Yes,Issue resolved quickly and professionally.
4010,4010,4,Yes,Yes,Issue resolved satisfactorily.
4011,4011,3,No,No,Could have been handled better.
4012,4012,4,Yes,Yes,Issue resolved satisfactorily.
4013,4013,4,Yes,Yes,Issue resolved satisfactorily.
4014,4014,2,No,No,Not fully satisfied with the service.
4015,4015,4,Yes,Yes,Reasonably happy with the service.
4016,4016,1,No,No,Would not recommend this service center.
4017,4017,3,No,No,Issue eventually resolved.
4018,4018,2,No,No,Service experience was below expectations.
4019,4019,5,Yes,Yes,Excellent service experience.
4020,4020,5,Yes,Yes,Very satisfied with the service provided.
4021,4021,5,Yes,Yes,Very satisfied with the service provided.
4022,4022,5,Yes,Yes,Excellent service experience.
4023,4023,5,Yes,Yes,Staff were helpful and courteous.
4024,4024,5,Yes,Yes,Issue resolved quickly and professionally.
4025,4025,5,Yes,Yes,Excellent service experience.
4026,4026,2,No,No,Communication could be improved.
4027,4027,5,Yes,Yes,Issue resolved quickly and professionally.
4028,4028,1,No,No,Poor service experience.
4029,4029,5,Yes,Yes,Staff were helpful and courteous.
4030,4030,2,No,No,Resolution took longer than expected.
4031,4031,4,Yes,Yes,Reasonably happy with the service.
4032,4032,3,No,No,Issue eventually resolved.
4033,4033,4,Yes,Yes,Service was good overall.
4034,4034,4,Yes,Yes,Reasonably happy with the service.
4035,4035,4,Yes,Yes,Good experience with the service center.
4036,4036,2,No,No,Not fully satisfied with the service.
4037,4037,4,Yes,Yes,Reasonably happy with the service.
4038,4038,3,No,No,Issue eventually resolved.
4039,4039,5,Yes,Yes,Issue resolved quickly and professionally.
4040,4040,1,No,No,Very dissatisfied with the service.
4041,4041,1,No,No,Poor service experience.
4042,4042,5,Yes,Yes,Issue resolved quickly and professionally.
4043,4043,1,No,No,Very dissatisfied with the service.
4044,4044,4,Yes,Yes,Issue resolved satisfactorily.
4045,4045,4,Yes,Yes,Service was good overall.
4046,4046,4,Yes,Yes,Service was good overall.
4047,4047,1,No,No,Poor service experience.
4048,4048,1,No,No,Very dissatisfied with the service.
4049,4049,4,Yes,Yes,Issue resolved satisfactorily.
4050,4050,5,Yes,Yes,Very satisfied with the service provided.
4051,4051,3,No,No,Could have been handled better.
4052,4052,3,No,No,Issue eventually resolved.
4053,4053,3,No,No,Could have been handled better.
4054,4054,5,Yes,Yes,Staff were helpful and courteous.
4055,4055,4,Yes,Yes,Reasonably happy with the service.
4056,4056,2,No,No,Not fully satisfied with the service.
4057,4057,1,No,No,Would not recommend this service center.
4058,4058,4,Yes,Yes,Service was good overall.
4059,4059,4,Yes,Yes,Reasonably happy with the service.
4060,4060,2,No,No,Resolution took longer than expected.
4061,4061,1,No,No,Very dissatisfied with the service.
4062,4062,1,No,No,Very dissatisfied with the service.
4063,4063,5,Yes,Yes,Issue resolved quickly and professionally.
4064,4064,4,Yes,Yes,Reasonably happy with the service.
4065,4065,3,No,No,Average service experience.
4066,4066,3,No,No,Service was acceptable.
4067,4067,2,No,No,Not fully satisfied with the service.
4068,4068,3,No,No,Service was acceptable.
4069,4069,4,Yes,Yes,Issue resolved satisfactorily.
4070,4070,4,Yes,Yes,Service was good overall.
4071,4071,4,Yes,Yes,Issue resolved satisfactorily.
4072,4072,4,Yes,Yes,Reasonably happy with the service.
4073,4073,1,No,No,Very dissatisfied with the service.
4074,4074,3,No,No,Average service experience.
4075,4075,4,Yes,Yes,Service was good overall.
4076,4076,1,No,No,Poor service experience.
4077,4077,4,Yes,Yes,Reasonably happy with the service.
4078,4078,1,No,No,Very dissatisfied with the service.
4079,4079,2,No,No,Not fully satisfied with the service.
4080,4080,4,Yes,Yes,Good experience with the service center.
4081,4081,4,Yes,Yes,Good experience with the service center.
4082,4082,5,Yes,Yes,Issue resolved quickly and professionally.
4083,4083,3,No,No,Could have been handled better.
4084,4084,2,No,No,Service experience was below expectations.
4085,4085,5,Yes,Yes,Very satisfied with the service provided.
4086,4086,3,No,No,Could have been handled better.
4087,4087,4,Yes,Yes,Reasonably happy with the service.
4088,4088,2,No,No,Service experience was below expectations.
4089,4089,5,Yes,Yes,Very satisfied with the service provided.
4090,4090,5,Yes,Yes,Issue resolved quickly and professionally.
4091,4091,1,No,No,Poor service experience.
4092,4092,2,No,No,Resolution took longer than expected.
4093,4093,5,Yes,Yes,Staff were helpful and courteous.
4094,4094,5,Yes,Yes,Issue resolved quickly and professionally.
4095,4095,4,Yes,Yes,Service was good overall.
4096,4096,2,No,No,Communication could be improved.
4097,4097,2,No,No,Resolution took longer than expected.
4098,4098,5,Yes,Yes,Issue resolved quickly and professionally.
4099,4099,5,Yes,Yes,Issue resolved quickly and professionally.
4100,4100,5,Yes,Yes,Issue resolved quickly and professionally.
4101,4101,4,Yes,Yes,Good experience with the service center.
4102,4102,3,No,No,Service was acceptable.
4103,4103,2,No,No,Resolution took longer than expected.
4104,4104,5,Yes,Yes,Excellent service experience.
4105,4105,3,No,No,Could have been handled better.
4106,4106,5,Yes,Yes,Staff were helpful and courteous.
4107,4107,1,No,No,Would not recommend this service center.
4108,4108,2,No,No,Not fully satisfied with the service.
4109,4109,4,Yes,Yes,Good experience with the service center.
4110,4110,3,No,No,Could have been handled better.
4111,4111,3,No,No,Issue eventually resolved.
4112,4112,4,Yes,Yes,Service was good overall.
4113,4113,4,Yes,Yes,Reasonably happy with the service.
4114,4114,5,Yes,Yes,Staff were helpful and courteous.
4115,4115,5,Yes,Yes,Excellent service experience.
4116,4116,4,Yes,Yes,Issue resolved satisfactorily.
4117,4117,1,No,No,Poor service experience.
4118,4118,4,Yes,Yes,Good experience with the service center.
4119,4119,5,Yes,Yes,Issue resolved quickly and professionally.
4120,4120,3,No,No,Issue eventually resolved.
4121,4121,5,Yes,Yes,Staff were helpful and courteous.
4122,4122,1,No,No,Would not recommend this service center.
4123,4123,1,No,No,Would not recommend this service center.
4124,4124,4,Yes,Yes,Reasonably happy with the service.
4125,4125,4,Yes,Yes,Reasonably happy with the service.
4126,4126,2,No,No,Not fully satisfied with the service.
4127,4127,1,No,No,Issue still not resolved.
4128,4128,1,No,No,Poor service experience.
4129,4129,5,Yes,Yes,Issue resolved quickly and professionally.
4130,4130,5,Yes,Yes,Very satisfied with the service provided.
4131,4131,4,Yes,Yes,Issue resolved satisfactorily.
4132,4132,4,Yes,Yes,Issue resolved satisfactorily.
4133,4133,1,No,No,Issue still not resolved.
4134,4134,2,No,No,Not fully satisfied with the service.
4135,4135,4,Yes,Yes,Service was good overall.
4136,4136,4,Yes,Yes,Reasonably happy with the service.
4137,4137,3,No,No,Could have been handled better.
4138,4138,3,No,No,Service was acceptable.
4139,4139,4,Yes,Yes,Service was good overall.
4140,4140,4,Yes,Yes,Reasonably happy with the service.
4141,4141,1,No,No,Very dissatisfied with the service.
4142,4142,3,No,No,Service was acceptable.
4143,4143,5,Yes,Yes,Very satisfied with the service provided.
4144,4144,5,Yes,Yes,Excellent service experience.
4145,4145,5,Yes,Yes,Excellent service experience.
4146,4146,2,No,No,Communication could be improved.
4147,4147,5,Yes,Yes,Very satisfied with the service provided.
4148,4148,5,Yes,Yes,Staff were helpful and courteous.
4149,4149,3,No,No,Issue eventually resolved.
4150,4150,5,Yes,Yes,Issue resolved quickly and professionally.
4151,4151,5,Yes,Yes,Very satisfied with the service provided.
4152,4152,2,No,No,Resolution took longer than expected.
4153,4153,3,No,No,Service was acceptable.
4154,4154,4,Yes,Yes,Issue resolved satisfactorily.
4155,4155,4,Yes,Yes,Service was good overall.
4156,4156,5,Yes,Yes,Staff were helpful and courteous.
4157,4157,5,Yes,Yes,Very satisfied with the service provided.
4158,4158,5,Yes,Yes,Issue resolved quickly and professionally.
4159,4159,2,No,No,Service experience was below expectations.
4160,4160,2,No,No,Communication could be improved.
4161,4161,4,Yes,Yes,Good experience with the service center.
4162,4162,2,No,No,Communication could be improved.
4163,4163,2,No,No,Service experience was below expectations.
4164,4164,1,No,No,Would not recommend this service center.
4165,4165,4,Yes,Yes,Good experience with the service center.
4166,4166,3,No,No,Average service experience.
4167,4167,3,No,No,Service was acceptable.
4168,4168,5,Yes,Yes,Very satisfied with the service provided.
4169,4169,5,Yes,Yes,Staff were helpful and courteous.
4170,4170,1,No,No,Would not recommend this service center.
4171,4171,4,Yes,Yes,Issue resolved satisfactorily.
4172,4172,2,No,No,Service experience was below expectations.
4173,4173,4,Yes,Yes,Reasonably happy with the service.
4174,4174,4,Yes,Yes,Reasonably happy with the service.
4175,4175,4,Yes,Yes,Service was good overall.
4176,4176,2,No,No,Communication could be improved.
4177,4177,3,No,No,Service was acceptable.
4178,4178,4,Yes,Yes,Service was good overall.
4179,4179,5,Yes,Yes,Very satisfied with the service provided.
4180,4180,4,Yes,Yes,Reasonably happy with the service.
4181,4181,5,Yes,Yes,Excellent service experience.
4182,4182,3,No,No,Could have been handled better.
4183,4183,3,No,No,Issue eventually resolved.
4184,4184,3,No,No,Issue eventually resolved.
4185,4185,5,Yes,Yes,Issue resolved quickly and professionally.
4186,4186,5,Yes,Yes,Staff were helpful and courteous.
4187,4187,4,Yes,Yes,Reasonably happy with the service.
4188,4188,5,Yes,Yes,Very satisfied with the service provided.
4189,4189,4,Yes,Yes,Good experience with the service center.
4190,4190,5,Yes,Yes,Very satisfied with the service provided.
4191,4191,4,Yes,Yes,Reasonably happy with the service.
4192,4192,4,Yes,Yes,Issue resolved satisfactorily.
4193,4193,3,No,No,Service was acceptable.
4194,4194,2,No,No,Service experience was below expectations.
4195,4195,3,No,No,Service was acceptable.
4196,4196,5,Yes,Yes,Excellent service experience.
4197,4197,2,No,No,Communication could be improved.
4198,4198,4,Yes,Yes,Issue resolved satisfactorily.
4199,4199,1,No,No,Poor service experience.
4200,4200,5,Yes,Yes,Excellent service experience.
4201,4201,4,Yes,Yes,Reasonably happy with the service.
4202,4202,1,No,No,Very dissatisfied with the service.
4203,4203,2,No,No,Resolution took longer than expected.
4204,4204,1,No,No,Poor service experience.
4205,4205,2,No,No,Communication could be improved.
4206,4206,1,No,No,Would not recommend this service center.
4207,4207,1,No,No,Would not recommend this service center.
4208,4208,2,No,No,Resolution took longer than expected.
4209,4209,5,Yes,Yes,Staff were helpful and courteous.
4210,4210,1,No,No,Very dissatisfied with the service.
4211,4211,4,Yes,Yes,Issue resolved satisfactorily.
4212,4212,4,Yes,Yes,Good experience with the service center.
4213,4213,5,Yes,Yes,Excellent service experience.
4214,4214,4,Yes,Yes,Issue resolved satisfactorily.
4215,4215,5,Yes,Yes,Excellent service experience.
4216,4216,4,Yes,Yes,Service was good overall.
4217,4217,5,Yes,Yes,Staff were helpful and courteous.
4218,4218,4,Yes,Yes,Good experience with the service center.
4219,4219,5,Yes,Yes,Very satisfied with the service provided.
4220,4220,4,Yes,Yes,Issue resolved satisfactorily.
4221,4221,4,Yes,Yes,Good experience with the service center.
4222,4222,4,Yes,Yes,Issue resolved satisfactorily.
4223,4223,5,Yes,Yes,Staff were helpful and courteous.
4224,4224,4,Yes,Yes,Issue resolved satisfactorily.
4225,4225,3,No,No,Could have been handled better.
4226,4226,5,Yes,Yes,Excellent service experience.
4227,4227,2,No,No,Not fully satisfied with the service.
4228,4228,3,No,No,Issue eventually resolved.
4229,4229,2,No,No,Communication could be improved.
4230,4230,4,Yes,Yes,Good experience with the service center.
4231,4231,2,No,No,Resolution took longer than expected.
4232,4232,3,No,No,Could have been handled better.
4233,4233,5,Yes,Yes,Issue resolved quickly and professionally.
